id;date;text;hashtags;user_name;user_location;user_description;user_created;user_followers;user_friends;user_favourites;user_verified;source;retweets;favorites;is_retweet
1,3483E+18;10/01/2021 16:14;Tak Kenal maka Tak Kebal. Vaksin menjadi bukti manusia berjuang menjaga eksistensinya di dunia ini. Vaksin juga men… https://t.co/tQ97R12mXs;;DiskominfoKotaBogor;Kota Bogor - Jawa Barat;Akun twitter resmi Dinas Komunikasi dan Informatika (DISKOMINFO) Kota Bogor | IG : kominfo bogor;06/05/2014 02:08;4617;203;38;FALSE;Twitter for iPhone;0;0;FALSE
1,34831E+18;10/01/2021 16:33;Sistem satu data mendukung Vaksinasi di Indonesia #Vaksin #Covid19 #CoronaVirus #Kesehatan https://t.co/gqyLHMdhOh;['Vaksin', 'Covid19', 'CoronaVirus', 'Kesehatan'];Indah Nur Hidayah;;;25/11/2020 03:24;10;22;38;FALSE;Twitter Web App;0;0;FALSE
1,34843E+18;11/01/2021 00:24;Apa Perbedaan Vaksin China Sinovac dan Sinopharm serta Merek Lain? #Vaksin #Perusahaanfarmasi #Virus #Farmasi… https://t.co/rJ2Ltk3vGz;['Vaksin', 'Perusahaanfarmasi', 'Virus', 'Farmasi'];BaBe - Baca Berita;Indonesia;Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!;;;;;;;;;
1,34843E+18;11/01/2021 00:30;Dua Lagi Obat yang Dapat Selamatkan Nyawa Pasien COVID-19 Ditemukan #Infus #Virus #Wabah #Radang #Vaksin… https://t.co/QKrbcMVHwn;['Infus', 'Virus', 'Wabah', 'Radang', 'Vaksin'];BaBe - Baca Berita;Indonesia;Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!;;;;;;;;;
1,34843E+18;11/01/2021 01:00;Vaksin buatan Tiongkok kembali dipertanyakan, orang tua tidak boleh suntik!;;;;;;;;;;;;;
1,34844E+18;11/01/2021 01:07;Kabar Duka, Dokter Pribadi Paus Fransiskus Meninggal Akibat Covid-19 #Vatikan #PausFransiskus #Vaksinasi #Italia… https://t.co/hU2TsTDtvi;['Vatikan', 'PausFransiskus', 'Vaksinasi', 'Italia'];BaBe - Baca Berita;Indonesia;Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!;;;;;;;;;
1,34844E+18;11/01/2021 01:41;Masker bekas rawan tertular virus. Pakai masker baru utk mencegah secara maksimal penularan virus covid-19.… https://t.co/TF6sHl4GFd;;Randy Aldino;;Pemuda melek politik;16/03/2018 15:05;1776;1959;7795;FALSE;Twitter for Android;0;1;FALSE
1,34845E+18;11/01/2021 01:59;27 wakil supervisor kab/kota sudah terlatih, 67 rumah sakit umum di 27 kabupaten/kota sudah terlatih, 18 RS TNI, Po… https://t.co/7yOtPQWOdW;;BP2D Jabar | #75TahunJabar;Jl. Kawaluyaan Indah Raya No 6;Badan Penelitian dan Pengembangan Daerah Provinsi Jawa Barat | bp2d@jabarprov.go.id | (022) 87328066;;;;;;;;;
1,34845E+18;11/01/2021 02:04;Mengenal Vaksin Covid-19 !!;;;;;;;;;;;;;
1,34845E+18;11/01/2021 02:07;Top News Koran Rakyat Merdeka;;;;;;;;;;;;;
